"2009.01.08 10:00 GMT", EUR, EUR Euro-Zone Household Consumption (QoQ) (3Q F), Low, 0.00%, 0.00%, 0.00%
"2009.01.08 10:00 GMT", EUR, EUR Euro-Zone Consumer Confidence (DEC), Low, -30, -26, -25
"2009.01.08 10:00 GMT", EUR, EUR Euro-Zone Gross Domestic Product s.a. (YoY) (3Q F), Medium, 0.60%, 0.60%, 0.60%
"2009.01.08 10:00 GMT", EUR, EUR Euro-Zone Gross Domestic Product s.a. (QoQ) (3Q F), Medium, -0.20%, -0.20%, -0.20%
"2009.01.08 10:00 GMT", EUR, EUR Euro-Zone Business Climate Indicator (DEC), Low, -3.17, -2.7, -2.10 (R-)
"2009.01.08 11:00 GMT", EUR, EUR German Factory Orders n.s.a. (YoY) (NOV), Low, -27.20%, -20.10%, -17.5% (R-)
"2009.01.08 11:00 GMT", EUR, EUR German Factory Orders s.a. (MoM) (NOV), Low, -6.00%, -1.90%, -6.3% (R-)
"2009.01.08 12:00 GMT", GBP, GBP Bank of England Rate Decision, High, 1.50%, 1.50%, 2.00%
"2009.01.08 13:30 GMT", USD, USD Continuing Claims (DEC 27), Low, 4611K, 4483K, 4510K (R+)
"2009.01.08 13:30 GMT", USD, USD Initial Jobless Claims (JAN 3), Low, 467K, 545K, 491K (R-)
"2009.01.08 15:00 GMT", CAD, CAD Ivey Purchasing Managers Index (DEC), High, 39.1, 37.5, 40.2
"2009.01.08 20:00 GMT", USD, USD Consumer Credit (NOV), Medium, -7.9B, 0.0B, -2.8B (R+)
"2009.01.08 21:00 GMT", USD, USD Fed's Hoenig Speaks in Colorado on Infrastructure Spending, Low,  ,  ,
"2009.01.08 23:50 GMT", JPY, JPY Official Reserve Assets (DEC), Low, 1030.6B,  , 1002.9B
"2009.01.09 00:00 GMT", NZD, NZD Business NZ Performance of Manufacturing Index (DEC), Low,  ,  , 35.4
"2009.01.09 05:00 GMT", JPY, JPY Leading Index (NOV P), Medium, 81.5, 81.5, 85.2
"2009.01.09 05:00 GMT", JPY, JPY Coincident Index (NOV P), Low, 94.9, 94.9, 97.7
"2009.01.09 07:00 GMT", EUR, EUR German Retail Sales (YoY) (NOV), High, -3.00%, 0.00%, -0.8% (R+)
"2009.01.09 07:00 GMT", EUR, EUR German Retail Sales (MoM) (NOV), High, 0.70%, 0.50%, -2.2% (R-)
"2009.01.09 07:45 GMT", EUR, EUR French Industrial Production (MoM) (NOV), Low, -2.40%, -0.80%, -3.7% (R-)
"2009.01.09 07:45 GMT", EUR, EUR French Trade Balance (euros) (NOV), Low, -6.2B, -6.5B, -7.0B (R+)
"2009.01.09 07:45 GMT", EUR, EUR French Industrial Production (YoY) (NOV), Low, -9.00%, -5.80%, -8.0% (R-)
"2009.01.09 07:45 GMT", EUR, EUR French Manufacturing Production (YoY) (NOV), Low, -11.00%, -6.40%, -9.2% (R-)
"2009.01.09 07:45 GMT", EUR, EUR French Manufacturing Production (MoM) (NOV), Low, -3.10%, -0.40%, -4.4% (R-)
"2009.01.09 09:00 GMT", EUR, EUR Italian Deficit to GDP (YTD) (3Q), Low, 2.10%,  , 1.9% (R-)
"2009.01.09 09:30 GMT", GBP, GBP Producer Price Index Output n.s.a. (YoY) (DEC), Medium, 4.70%, 4.00%, 5.10%
"2009.01.09 09:30 GMT", GBP, GBP Manufacturing Production (YoY) (NOV), Low, -7.40%, -5.20%, -5.0% (R-)
"2009.01.09 09:30 GMT", GBP, GBP Industrial Production (YoY) (NOV), Low, -6.90%, -5.30%, -5.20%
"2009.01.09 09:30 GMT", GBP, GBP Industrial Production (MoM) (NOV), Low, -2.30%, -0.50%, -1.6% (R+)
"2009.01.09 09:30 GMT", GBP, GBP Producer Price Index Input n.s.a. (YoY) (DEC), Low, 4.30%, 3.00%, 8.6% (R+)
"2009.01.09 09:30 GMT", GBP, GBP Manufacturing Production (MoM) (NOV), Low, 2.90%, -0.60%, -1.40%
"2009.01.09 09:30 GMT", GBP, GBP Producer Price Index Input n.s.a. (MoM) (DEC), Low, 2.00%, -2.00%, -3.0% (R+)
"2009.01.09 09:30 GMT", GBP, GBP Producer Price Index Output n.s.a. (MoM) (DEC), Medium, 0.00%, -0.60%, -0.8% (R-)
"2009.01.09 09:30 GMT", GBP, GBP Producer Price Index Output Core n.s.a. (MoM) (DEC), Medium, 0.20%, -0.20%, 0.1% (R-)
"2009.01.09 09:30 GMT", GBP, GBP Producer Price Index Output Core n.s.a. (YoY) (DEC), Medium, 5.00%, 4.70%, 5.0% (R-)
"2009.01.09 10:00 GMT", EUR, EUR Euro-Zone Retail Sales (MoM) (NOV), High, 0.60%, 0.00%, -1.0% (R-)
"2009.01.09 10:00 GMT", EUR, EUR Euro-Zone Retail Sales (YoY) (NOV), High, -1.50%, -1.70%, -2.3% (R-)
"2009.01.09 11:00 GMT", EUR, EUR German Industrial Production n.s.a. and w.d.a. (YoY) (NOV), Low, -6.40%, -5.70%, -3.7% (R-)
"2009.01.09 11:00 GMT", EUR, EUR German Industrial Production s.a. (MoM) (NOV), Low, -3.10%, -2.00%, -1.8% (R+)
"2009.01.09 12:00 GMT", CAD, CAD Unemployment Rate (DEC), Medium, 6.60%, 6.50%, 6.30%
"2009.01.09 12:00 GMT", CAD, CAD Net Change in Employment (DEC), High, -34.4K, -20.0K, -70.6K
"2009.01.09 13:15 GMT", CAD, CAD Housing Starts (DEC), Medium, 177.3K, 170.0K, 178.0K (R+)
"2009.01.09 13:30 GMT", USD, USD Change in Manufacturing Payrolls (DEC), Medium, -149K, -100K, -104K (R-)
"2009.01.09 13:30 GMT", USD, USD Average Hourly Earnings (YoY) (DEC), Low, 3.70%, 3.60%, 3.8% (R+)
"2009.01.09 13:30 GMT", USD, USD Average Weekly Hours (DEC), Low, 33.3, 33.5, 33.5
"2009.01.09 13:30 GMT", USD, USD Average Hourly Earnings (MoM) (DEC), Low, 0.30%, 0.20%, 0.40%
"2009.01.09 13:30 GMT", USD, USD Unemployment Rate (DEC), Medium, 7.20%, 7.00%, 6.8% (R+)
"2009.01.09 13:30 GMT", USD, USD Change in Non-farm Payrolls (DEC), High, -524K, -523K, -584K (R-)
"2009.01.09 15:00 GMT", USD, USD Wholesale Inventories (NOV), Low, -0.60%, -0.70%, -1.10%
"2009.01.09 17:30 GMT", USD, USD Fed's Lacker Speaks on Financial Conditions in Maryland, Low,  ,  ,
"2009.01.09 23:50 GMT", NZD, NZD Business NZ Performance of Manufacturing Index (DEC), Low,  ,  , 35.4
"2009.01.11 16:00 GMT", AUD, AUD Quarterly Wage Agreements (3Q), Medium,  ,  , 4
"2009.01.12 00:30 GMT", AUD, AUD ANZ Job Advertisements (MoM) (DEC), Low, -9.70%,  , -8.60%
"2009.01.12 13:30 GMT", CAD, CAD New Housing Price Index (MoM) (NOV), Medium, -0.30%, -0.30%, -0.40%
"2009.01.12 15:30 GMT", CAD, CAD Business Outlook Future Sales (4Q), High, -34, -5, 3
"2009.01.12 15:30 GMT", CAD, CAD Bank of Canda Senior Loan Officer Survey (4Q), High, 75.8, 55, 49.8
"2009.01.12 17:40 GMT", USD, USD Fed's Lockhart Speaks on U.S. Economic Outlook in Atlanta, Low,  ,  ,
"2009.01.12 19:00 GMT", USD, USD Treasury's Paulson Speaks On Climate; Markets, High,  ,  ,
"2009.01.12 21:00 GMT", NZD, NZD NZIER Business Opinion Survey (4Q), Medium, -64,  , -19
"2009.01.12 23:50 GMT", JPY, JPY Japan Money Stock M3 (YoY) (DEC), Low, 0.80%, 0.60%, 0.7% (R+)
"2009.01.12 23:50 GMT", JPY, JPY Bank Lending Banks Adjustments (YoY) (DEC), Low, 4.60%,  , 4.10%
"2009.01.12 23:50 GMT", JPY, JPY Japan Money Stock M2+CD (YoY) (DEC), Low,  , 1.70%, 1.70%
"2009.01.12 23:50 GMT", JPY, JPY Bank Lending incl Trusts (YoY) (DEC), Low, 3.70%,  , 3.20%
"2009.01.12 23:50 GMT", JPY, JPY Current Account Total (Yen) (NOV), Low, 581.2B, 600.0B, 960.5B
"2009.01.12 23:50 GMT", JPY, JPY Trade Balance - BOP Basis (Yen) (NOV), Low, -93.4B, -76.2B, 145.8B
"2009.01.12 23:50 GMT", JPY, JPY Adjusted Current Account Total (Yen) (NOV), Low, 654.1B, 625.4B, 1113.2B
"2009.01.12 23:50 GMT", JPY, JPY Bank Lending Banks ex-Trust (DEC), Low, 4.10%,  , 3.60%
"2009.01.12 23:50 GMT", JPY, JPY Japan Money Stock M2 (YoY) (DEC), Low, 1.80%, 1.70%, 1.8% (R+)
"2009.01.13 00:01 GMT", GBP, GBP RICS House Price Balance (DEC), Medium, -73.00%, -74.00%, -76.00%
"2009.01.13 00:01 GMT", GBP, GBP BRC Retail Sales Monitor (DEC), Medium, -3.30%,  , -2.60%
"2009.01.13 04:30 GMT", JPY, JPY Eco Watchers Survey: Current (DEC), Low, 15.9, 20.4, 21
"2009.01.13 04:30 GMT", JPY, JPY Eco Watchers Survey: Outlook (DEC), Medium, 17.6,  , 24.7
"2009.01.13 04:30 GMT", JPY, JPY Bankruptcies (YoY) (DEC), Low, 24.10%,  , 5.20%
"2009.01.13 07:00 GMT", EUR, EUR German Wholesale Price Index (YoY) (DEC), Low, -3.30%,  , -0.80%
"2009.01.13 07:00 GMT", EUR, EUR German Wholesale Price Index (MoM) (DEC), Low, -3.00%,  , -3.30%
"2009.01.13 07:45 GMT", EUR, EUR French Central Government Balance (euros) (NOV), Low, -66.6B,  , -60.7B
"2009.01.13 09:30 GMT", GBP, GBP Visible Trade Balance (Pounds) (NOV), Medium, -8.330B, -7.500B, -7.631B (R+)
"2009.01.13 09:30 GMT", GBP, GBP Total Trade Balance (Pounds) (NOV), Low, -4.478B, -3.700B, -3.857B (R+)
"2009.01.13 09:30 GMT", GBP, GBP DCLG UK House Prices (YoY) (NOV), Low, -8.60%, -8.50%, -7.40%
"2009.01.13 09:30 GMT", GBP, GBP Trade Balance Non EU (Pounds) (NOV), Low, -5.304B, -4.200B, -4.437B (R-)
"2009.01.13 13:00 GMT", USD, USD Fed's Bernanke Speaks on Crisis; Policy Response in London, Medium,  ,  ,
"2009.01.13 13:30 GMT", CAD, CAD International Merchandise Trade (Canadian dollar) (NOV), Medium, 1.3B, 3.2B, 3.3B(R-)
"2009.01.13 13:30 GMT", USD, USD Trade Balance (NOV), Medium, -$40.4B, -$52.0B, -$56.7B
"2009.01.13 15:00 GMT", USD, USD IBD/TIPP Economic Optimism (JAN), Low, 45.4, 44, 45
"2009.01.13 19:00 GMT", USD, USD Monthly Budget Statement (DEC), Medium, -83.6B, -83.0B, 48.3B
"2009.01.13 21:45 GMT", NZD, NZD Building Permits (MoM) (NOV), Low, 4.30%,  , -21.90%
"2009.01.13 22:00 GMT", USD, USD ABC Consumer Confidence (JAN 11), Low, -49, -48, -49
"2009.01.13 22:00 GMT", USD, USD Fed's Lacker Speaks on Economic Outlook in South Carolina, Low,  ,  ,
"2009.01.14 00:30 GMT", AUD, AUD Value of Loans (MoM) (NOV), Medium, 1.40%, 0.00%, 2.40%
"2009.01.14 00:30 GMT", AUD, AUD NAB Business Confidence (4Q), Medium,  ,  , -7
"2009.01.14 00:30 GMT", AUD, AUD Home Loans (NOV), Medium, 1.30%, 1.00%, 1.4% (R+)
"2009.01.14 00:30 GMT", AUD, AUD Investment Lending (NOV), Medium, -6.10%, 1.50%, 1.0% (R+)
"2009.01.14 06:00 GMT", JPY, JPY Machine Tool Orders (YoY) (DEC P), Low, -71.90%,  , -62.10%
"2009.01.14 07:45 GMT", EUR, EUR French Current Account (euros) (NOV), Low, -4.4B,  , -4.7B (R+)
"2009.01.14 07:50 GMT", EUR, EUR French Consumer Price Index Ex Tobacco Index (DEC), Low, 117.63, 117.71, 117.92
"2009.01.14 07:50 GMT", EUR, EUR French Consumer Price Index (MoM) (DEC), Low, -0.20%, -0.30%, -0.50%
"2009.01.14 07:50 GMT", EUR, EUR French Consumer Price Index - EU Harmonised (YoY) (DEC), Low, 1.20%, 1.30%, 1.90%
"2009.01.14 07:50 GMT", EUR, EUR French Consumer Price Index (YoY) (DEC), Low, 1.00%, 1.10%, 1.60%
"2009.01.14 07:50 GMT", EUR, EUR French Consumer Price Index - EU Harmonised (MoM) (DEC), Low, -0.30%, -0.20%, -0.50%
"2009.01.14 08:15 GMT", EUR, EUR German Real GDP Growth (DEC 31), Medium, 1.30%, 1.40%, 2.50%
"2009.01.14 08:15 GMT", EUR, EUR German Public Finances Balance-GDP Ratio (DEC 31), Low, -0.10%, 0.00%, -0.2% (R-)
"2009.01.14 09:00 GMT", EUR, EUR Italian Industrial Production s.a. (MoM) (NOV), Low, -2.30%, -1.40%, -2.0% (R-)
"2009.01.14 09:00 GMT", EUR, EUR Italian Industrial Production w.d.a. (YoY) (NOV), Low, -9.70%, 6.70%, -6.90%
"2009.01.14 09:00 GMT", EUR, EUR Italian Industrial Production n.s.a. (YoY) (NOV), Low, -12.30%, -9.00%, -6.70%
"2009.01.14 10:00 GMT", EUR, EUR Euro-Zone Industrial Production s.a. (MoM) (NOV), Low, -1.60%, -2.10%, -1.6% (R-)
"2009.01.14 10:00 GMT", EUR, EUR Euro-Zone Industrial Production w.d.a. (YoY) (NOV), Low, -7.70%, -6.10%, -5.7% (R-)
"2009.01.14 12:00 GMT", USD, USD MBA Mortgage Applications (JAN 9), Low, 15.80%,  , -8.20%
"2009.01.14 12:00 GMT", USD, USD Bloomberg Global Confidence (JAN), Low, 8.72,  , 6.07
"2009.01.14 13:30 GMT", USD, USD Import Price Index (MoM) (DEC), Medium, -4.20%, -5.20%, -7.0%(R-)
"2009.01.14 13:30 GMT", USD, USD Advance Retail Sales (DEC), High, -2.70%, -1.20%, -2.1%(R-)
"2009.01.14 13:30 GMT", USD, USD Retail Sales Less Autos (DEC), High, -3.10%, -1.40%, -2.5%(R-)
"2009.01.14 13:30 GMT", USD, USD Import Price Index (YoY) (DEC), Medium, -9.30%, -9.60%, -5.40%
"2009.01.14 13:30 GMT", USD, USD Fed's Plosser Gives Ecnomic Outlook in Newark; Delaware, Low,  ,  ,
"2009.01.14 15:00 GMT", USD, USD Business Inventories (NOV), Low, -0.70%, -0.50%, -0.60%
"2009.01.14 18:00 GMT", USD, USD Fed's Stern Speaks in Cedar Rapids; Iowa on Policy Prospects, Low,  ,  ,
"2009.01.14 19:00 GMT", USD, USD Fed's Beige Book, Medium,  ,  ,
"2009.01.14 23:50 GMT", JPY, JPY Machine Orders (YoY) (NOV), Low, -27.70%, -20.80%, -15.50%
"2009.01.14 23:50 GMT", JPY, JPY Machine Orders (MoM) (NOV), Low, -16.20%, -8.00%, -4.40%
"2009.01.14 23:50 GMT", JPY, JPY Domestic Corporate Goods Price Index (MoM) (DEC), Low, -1.20%, -1.50%, -1.90%
"2009.01.14 23:50 GMT", JPY, JPY Domestic Corporate Goods Price Index (YoY) (DEC), Low, 1.10%, 0.80%, 2.80%
"2009.01.15 00:30 GMT", AUD, AUD Participation Rate (DEC), Low, 65.00%, 65.00%, 65.10%
"2009.01.15 00:30 GMT", AUD, AUD Employment Change (DEC), High, -1.2K, -20.0K, -15.6K
"2009.01.15 00:30 GMT", EUR, EUR Bank of Italy Releases Quarterly Economic Bulletin, Low,  ,  ,
"2009.01.15 00:30 GMT", JPY, JPY Tokyo Department Store Sales (YoY) (DEC), Low,  ,  , -7.20%
"2009.01.15 00:30 GMT", AUD, AUD Unemployment Rate (DEC), Medium, 4.50%, 4.50%, 4.40%
"2009.01.15 00:30 GMT", JPY, JPY Nationwide Department Sales (YoY) (DEC), Low,  ,  , -6.40%
"2009.01.15 05:00 GMT", USD, USD Fed's Yellen Speaks in San Francisco on U.S. Economic Outlook, Low,  ,  ,
"2009.01.15 05:30 GMT", AUD, AUD RBA Foreign Exchange Transaction (Australian dollar) (DEC), Low, 1.102B,  , -134M
"2009.01.15 07:00 GMT", EUR, EUR German Consumer Price Index (YoY) (DEC F), Low, 1.10%, 1.10%, 1.40%
"2009.01.15 07:00 GMT", EUR, EUR German Consumer Price Index (MoM) (DEC F), Low, 0.30%, 0.30%, -0.50%
"2009.01.15 07:00 GMT", EUR, EUR German Consumer Price Index - EU Harmonised (MoM) (DEC F), Low, 0.40%, 0.40%, 0.40%
"2009.01.15 07:00 GMT", EUR, EUR EU 25 New Car Registrations (DEC), Low, -18.20%,  , -25.80%
"2009.01.15 07:00 GMT", EUR, EUR German Consumer Price Index - EU Harmonised (YoY) (DEC F), Low, 1.10%, 1.10%, 1.10%
"2009.01.15 09:00 GMT", EUR, EUR Italian Consumer Price Index (NIC incl. tobacco) (MoM) (DEC F), Low, -0.10%, -0.10%, -0.10%
"2009.01.15 09:00 GMT", EUR, EUR Italian Consumer Price Index (NIC incl. tobacco) (YoY) (DEC F), Low, 2.20%, 2.20%, 2.20%
